Sub_Dept,Work_Date,Shift_Name,Dock_Name,Door_Name,BOL_Number,Live_Load,Hot_Load,Drive_Off,No_Appointment,Appointment_ID,Appointment_Time,Gate_In_Time,Receiver_Check_In_Time,Received_Time,Docked_Time,Work_Start_Time,Work_End_Time,Total_Time_In_Minutes,Driver_Called_Time,Bills_To_Driver_Time,Gate_Out_Time,Total_Load_Delay_Min,Trailer_Type_Name,Carrier_Name,Trailer_Number,Main_PO_Number,Main_Vendor_Name,Main_Vendor_Number,Main_Product_Name,Load_Type_Name,Bill_Code_Name,Unload_Type_Name,Bill_Rate_Name,Total_Case_Count,Total_Pallet_White_In_Count,Total_Pallet_Chep_In_Count,Total_Pallet_Peco_In_Count,Total_Pallet_IGps_In_Count,Total_Totes_In_Count,Total_Pallet_In_Count,Total_Pallet_Finished_Count,Total_Pallet_Created_Count,Total_Item_Count,Total_Tray_Count,Total_Layer_Count,Total_PO_Weight,Total_Cube,Service_Hours,Adjustment_Amount,Adjustment_Reason,Total_Load_Cost,Total_Payment,Cash_Amount,Check_Amount,Relay_Amount,Auto_Pay_Amount,Capstone_Pay_Amount,Fleet_Friend_Amount,Convenience_Fee,Handling_Fee,Check_Number,Credit_Amount,Credit_Auth_Number,Debit_Amount,Debit_Auth_Number,Total_COD_Amount,BillTo_Amount,Receipt_Number,Receipt_Printed,Override_User_Name,Override_Time,Override_Reason,Created_Device_ID,Created_By,Created_Date,Modified_Device_ID,Modified_By,Modified_Date
27,02/04/2025,1ST,DRY,412,,1,1,0,0,5648900,02/04/2025 04:00,,,02/04/2025 04:26,,02/04/2025 05:24,02/04/2025 05:55,31,,02/04/2025 06:00,,0,,RTS HOLDINGS LLC DBA ROADONE INTERMODALOGISTICS,V537102,40068599,MARUCHAN INC.,72443,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,8460,60,0,0,0,0,60,61,1,0,0,0,32495,0,0,,,205,205,0,0,0,0,205,0,10,0,,0,,0,,0,0,3126c12e-8282-4577-9185-810e68d69e3c,1,,,,2924,159622,02/04/2025 05:31,0,159622,02/04/2025 05:59
27,02/04/2025,,PERISHABLE,208M,,0,0,0,0,5641162,02/04/2025 20:00,,,02/04/2025 04:15,,02/04/2025 05:22,02/04/2025 05:35,13,,,,0,,MDI BACKHAUL,3T1266,40068695,H.P. HOOD INC.,20373,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,925,17,0,0,0,0,17,17,0,0,0,0,32088,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,901c02cc-8024-40bd-a33b-0601e4d10103,0,,,,2924,april.parlier,02/04/2025 05:30,0,april.parlier,02/04/2025 05:37
27,02/04/2025,,PERISHABLE,239B,,1,0,0,0,5601938,02/04/2025 04:00,,,02/04/2025 04:14,,02/04/2025 05:12,02/04/2025 05:23,11,,02/04/2025 05:40,,0,,SOLI ORGANIC INC,V2153133,10055854,SHENANDOAH GROWERS,60743,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1648,12,0,0,0,0,12,55,43,0,0,0,7498,0,0,,,385,385,0,0,0,0,385,0,10,0,,0,,0,,0,0,98255a2c-15ab-4198-81c0-6cf67ae05d84,1,,,,2924,april.parlier,02/04/2025 05:15,0,april.parlier,02/04/2025 05:40
27,02/04/2025,,PERISHABLE,202M,,1,0,0,0,5639984,02/04/2025 04:00,,,02/04/2025 04:13,,02/04/2025 05:10,02/04/2025 05:21,11,,02/04/2025 05:39,,0,,GEORGE DELALLO,V635,301125,GEORGE DELALLO COMPANY INC.,10094,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,254,2,0,0,0,0,2,12,10,0,0,0,3280,0,0,,,195,195,0,0,0,0,195,0,10,0,,0,,0,,0,0,64f073e9-ea53-44aa-a663-8fc6740512be,1,,,,2924,april.parlier,02/04/2025 05:13,0,april.parlier,02/04/2025 05:39
27,02/04/2025,1ST,DRY,403D,,1,1,0,0,5674533,02/04/2025 10:00,,,02/04/2025 04:08,,02/04/2025 04:22,02/04/2025 05:38,76,,02/04/2025 05:38,,0,,ARRIVE LOGISTICS AKA DM TRANS,V532171,40068732,KELLANOVA COMPANY,30007,,Logistics,27RMDICON,BRK DOWN,LOGCODECBRK92_30027,3997,60,0,0,0,0,60,69,9,0,0,0,25735,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,f90b6129-0c97-4826-b922-d2f9dda6a51e,0,,,,2924,159622,02/04/2025 05:37,0,159622,02/04/2025 05:38
27,02/04/2025,,FROZEN,127F,,1,0,0,0,5660074,02/04/2025 04:00,,,02/04/2025 04:06,,02/04/2025 04:10,02/04/2025 04:21,11,,02/04/2025 06:48,,0,,TOTAL QUALITY LOGISTICS LLC,V96,302158,CORINTHIAN FOODS,11264,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1345,30,0,0,0,0,30,35,5,0,0,0,44119,0,0,,,195,195,0,0,0,0,195,0,10,0,,0,,0,,0,0,f77a45e6-4e47-427b-9f1c-e89547ddee6d,1,,,,2924,april.parlier,02/04/2025 04:21,0,april.parlier,02/04/2025 06:47
27,02/04/2025,,PERISHABLE,228P,,0,0,0,0,5656839,02/04/2025 04:00,,,02/04/2025 04:05,,02/04/2025 04:10,02/04/2025 05:22,72,,,,0,,MDI BACKHAUL,3T1324,302081,RESER'S FINE FOODS,10193,,BKHL,27RMDIBKH,BRK DOWN,LOGCODECBRK92_30027,1101,30,0,0,0,0,30,47,17,0,0,0,10968,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,bd8ed85f-3ac6-4b66-84fb-67b4d7875042,0,,,,2924,april.parlier,02/04/2025 04:20,0,april.parlier,02/04/2025 05:27
27,02/04/2025,,PERISHABLE,240B,,0,0,0,0,5666656,02/04/2025 04:00,,,02/04/2025 04:04,,02/04/2025 04:10,02/04/2025 05:10,60,,,,0,,MDI BACKHAUL,3T1469,10056775,"NATURE'S WAY FARMS, INC.",61825,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,716,28,0,0,0,0,28,33,5,0,0,0,38222,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,ee6b6cda-e029-4336-951b-e5186c7d2fbc,0,,,,2924,april.parlier,02/04/2025 04:19,0,april.parlier,02/04/2025 05:11
27,02/04/2025,,FROZEN,132F,,0,0,0,0,5665632,02/04/2025 04:00,,,02/04/2025 04:03,,02/04/2025 04:10,02/04/2025 06:44,154,,,,0,,MDI BACKHAUL,3T1217,40069352,GENERAL MILLS FINANCE INC.,20042,,BKHL,27RMDIBKH,BRK DOWN,LOGCODECBRK92_30027,1740,30,0,0,0,0,30,55,25,0,0,0,24783,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,19bbb7a2-6aad-4d9a-83b6-6fdb4eceb389,0,,,,2924,april.parlier,02/04/2025 04:18,0,april.parlier,02/04/2025 06:46
27,02/04/2025,,FROZEN,130F,,1,0,0,0,5662566,02/04/2025 04:00,,,02/04/2025 03:43,,02/04/2025 03:45,02/04/2025 03:56,11,,02/04/2025 04:31,,0,,TRINITY TRANSPORT,V18111,302173,MARITIME PRODUCTS INT.,10382,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1400,20,0,0,0,0,20,29,9,0,0,0,30018,0,0,,,215,215,0,0,0,0,215,0,10,0,,0,,0,,0,0,f8403bd0-8af8-4bb2-9f33-ac8143ae41d1,1,,,,2924,april.parlier,02/04/2025 03:50,0,april.parlier,02/04/2025 04:31
27,02/04/2025,,PERISHABLE,241B,,1,0,0,0,5674231,02/04/2025 04:00,,,02/04/2025 03:36,,02/04/2025 03:37,02/04/2025 03:48,11,,02/04/2025 10:02,,0,,WRIGHT BROTHERS TOMATOES,V530,10056780,WRIGHT BROTHERS TOMATO COMPANY,60667,,Vendor Ship,27RCODMDI,ROLL OFF,VDERSHRO135_30027,180,5,0,0,0,0,5,5,0,0,0,0,5130,0,0,,,145,145,0,0,0,0,145,0,10,0,,0,,0,,0,0,59c51913-0743-49bb-aa16-8c37485dc7d7,1,,,,2924,april.parlier,02/04/2025 03:47,0,april.parlier,02/04/2025 10:02
27,02/04/2025,,PERISHABLE,233P,,1,0,0,0,5668270,02/04/2025 03:00,,,02/04/2025 03:15,,02/04/2025 03:22,02/04/2025 03:33,11,,02/04/2025 07:52,,0,,DOT TRANSPORTATION INC,V4502,302042,DOT-DE-BITCHIN' SAUCE,10153,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,4502,20,0,0,0,0,20,89,69,0,0,0,777,0,0,,,440,440,0,0,0,0,440,0,10,0,,0,,0,,0,0,9a529362-96a7-482b-ad16-cac606c1cd86,1,,,,2924,april.parlier,02/04/2025 03:28,0,april.parlier,02/04/2025 07:52
27,02/04/2025,,PERISHABLE,242B,,1,0,0,0,5664388,02/04/2025 03:00,,,02/04/2025 03:15,,02/04/2025 03:22,02/04/2025 03:33,11,,02/04/2025 06:08,,0,,ENGLAND LOGISTICS INC ,V2216,10056705,THE LITTLE POTATO COMPANY,60176,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1384,12,0,0,0,0,12,35,23,0,0,0,27220,0,0,,,285,285,0,0,0,0,285,0,10,0,,0,,0,,0,0,143fbee3-e7f0-4854-93ae-ac8fa0754cf4,1,,,,2924,april.parlier,02/04/2025 03:29,0,april.parlier,02/04/2025 06:08
27,02/04/2025,,FROZEN,126F,,0,0,0,0,5597023,02/04/2025 03:00,,,02/04/2025 03:15,,02/04/2025 03:22,02/04/2025 03:43,21,,,,0,,MDI BACKHAUL,3T1468,300704,BARNEY'S BAKERY INC,22561,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,244,6,0,0,0,0,6,6,0,0,0,0,2626,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,37143429-5293-4bcf-9f84-af92e206e4d8,0,,,,2924,april.parlier,02/04/2025 03:24,0,april.parlier,02/04/2025 04:17
27,02/04/2025,1ST,DRY,405D,,0,1,0,0,,,,,02/04/2025 03:15,,02/04/2025 03:56,02/04/2025 09:38,342,,,,0,,MDI BACKHAUL,3d7263,40068634,ESTES,0,,BKHL,27RMDIBKH,BRK DOWN,LOGESTES74_300027,3869,39,0,0,0,0,39,135,96,0,0,0,48227,0,0,,,340,340,0,0,0,0,0,0,0,0,,0,,0,,0,340,8d7072cf-7cfa-4aa3-9767-13b322bffdaf,0,,,,2924,159622,02/04/2025 05:05,0,159622,02/04/2025 09:39
27,02/04/2025,,PERISHABLE,203M,,1,0,0,0,5655411,02/04/2025 02:00,,,02/04/2025 03:15,,02/04/2025 03:22,02/04/2025 03:33,11,,02/04/2025 03:57,,0,,X TREME TRUCKING LLC,V531601,40069328,SARGENTO FOODS INC.,70838,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,3500,18,0,0,0,0,18,61,43,0,0,0,19514,0,0,,,385,385,0,0,385,0,0,0,10,0,,0,,0,,0,0,d0fd4efb-98a4-4b6e-a2f6-7a33aeb3a510,1,,,,2924,april.parlier,02/04/2025 03:31,0,april.parlier,02/04/2025 03:57
27,02/04/2025,,DRY,411D,,0,1,0,0,5639769,02/04/2025 02:00,,,02/04/2025 03:10,,02/04/2025 03:21,02/04/2025 04:59,98,,,,0,,MDI BACKHAUL,3D7262,40067155,TOPCO/NIAGARA WATER,70050,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,1176,14,0,0,0,0,14,14,0,0,0,0,15698,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,385b4e1e-1b30-4aea-b277-bab7256a2708,0,,,,2924,159622,02/04/2025 04:59,0,159622,02/04/2025 04:59
27,02/04/2025,1ST,DRY,408D,,0,1,0,0,5660468,02/04/2025 03:00,,,02/04/2025 03:00,,02/04/2025 03:27,02/04/2025 04:20,53,,,,0,,CARGO TRANSPORTERS INC,CAR273545,16350020,NESTLE PURINA PETCARE,30381,,Logistics,27RMDICON,SLIP,LOGCODEFSLP112_30027,3926,0,0,0,0,0,0,67,67,0,0,0,30412,0,0,,,112.5,112.5,0,0,0,0,0,0,0,0,,0,,0,,0,112.5,dab22726-b4b3-486d-b3fc-99ae15e9090c,0,,,,2924,159622,02/04/2025 05:39,0,159622,02/04/2025 06:20
27,02/04/2025,,DRY,406D,,0,0,0,0,5664722,02/04/2025 03:00,,,02/04/2025 03:00,,02/04/2025 03:29,02/04/2025 04:00,31,,,,0,,MDI BACKHAUL,3D7297,40069286,CAMPBELL SALES COMPANY,70160,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,1767,16,0,0,0,0,16,22,6,0,0,0,38389,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,3663e169-e996-4b0d-8d7d-d7b98c0842f3,0,,,,2924,159622,02/04/2025 05:00,0,159622,02/04/2025 05:01
27,02/04/2025,1ST,DRY,410D,,0,1,0,0,5656864,02/04/2025 03:00,,,02/04/2025 03:00,,02/04/2025 03:25,02/04/2025 04:58,93,,,,0,,MDI BACKHAUL,3T1242,40067985,ALTA FOODS LLC,30331,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,1430,28,0,0,0,0,28,36,8,0,0,0,26579,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,4ef84644-86a7-4e13-8691-fe983bbce13f,0,,,,2924,159622,02/04/2025 04:23,0,159622,02/04/2025 04:58
27,02/04/2025,1ST,DRY,413,,0,1,0,0,5657132,02/04/2025 02:00,,,02/04/2025 03:00,,02/04/2025 03:24,02/04/2025 03:51,27,,,,0,,MDI BACKHAUL,3T1290,40068740,MT. OLIVE PICKLE CO. INC.,70448,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,2181,23,0,0,0,0,23,24,1,0,0,0,34639,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,694a7d63-bf11-4549-8a56-dd9b19132f8f,0,,,,2924,159622,02/04/2025 04:25,0,159622,02/04/2025 04:34
